ID,Original,Tradução
/62CCFA3A40DD203A4ABBFAB1A1EC081D,Wild Scout's Shortbow,Arco curto do batedor selvagem
/E40FC3864D96E9CAF688F382B5F415A8,Wild Spices,Especiarias selvagens
/5D692985459A777B04333C953227FDB6,Wind Step,Passo do vento
/45E2103B41B792EEAC995C90141198B9,Window,Janela
/775FF9144B9A73F51F5CDDAEA9B12DCF,Window,Janela
/777DBB7C488C1649084FC9A72DC0BA77,Window,Janela
/89E8E36B4F5BE30E288EE688BB33389C,Window,Janela
/887B319C476F9BA4111381AC70EC208D,Window Box,Caixa de janela
/456A08BD4551B2F6CB944D96452444AE,Windowframe Wall,Windowframe Wall
/9A799FE6475F2EB7A6453B8ADF26D162,Windowframe Wall,Windowframe Wall
/FDA554B9443F9296206DC899BF215355,Windows,Windows
/02AAA69045C4AC56688FB1B149A756CF,Wise Old Man,Velho Sábio
/047310434FDE8E75A969D7ABBAC08739,Wise Old Man,Velho Sábio
/06B07FA94CACFC32FD38488F3EBA1EAA,Wise Old Man,Velho Sábio
/0896078A4AAC99AB4C12C18E6FB92B70,Wise Old Man,Velho Sábio
/0CC12B4F45F9CF14C67C72BA0AA16332,Wise Old Man,Velho Sábio
/15EF286947172A7F247EF8A9FC6E20F2,Wise Old Man,Velho Sábio
/2B77C2E744531D0EB5B8E0BC3453FCBE,Wise Old Man,Velho Sábio
/2E08952545219623C717BCA171ACF180,Wise Old Man,Velho Sábio
/2FD34A9F43DFE8FE02E177BC1D6772D6,Wise Old Man,Velho Sábio
/326B0BC040021994369629A007E949AB,Wise Old Man,Velho Sábio
/335D0FBB4779314004B6CC9943F2105C,Wise Old Man,Velho Sábio
/4869153B40BE8802787D58810A249DD6,Wise Old Man,Velho Sábio
/6686CDDA4848C8F358A4CEBEF25FF9CD,Wise Old Man,Velho Sábio
/6EAC8AA340F4234E853B97AE3B36B12A,Wise Old Man,Velho Sábio
/765F03464ED4C319AA1B98A972EBE75E,Wise Old Man,Velho Sábio
/77A03A034C0D18D1E8AC1B9706C97567,Wise Old Man,Velho Sábio
/80FB481647DDD0D58022289135734F79,Wise Old Man,Velho Sábio
/87290DA24E95FD00FE19CFA3E83EDA1E,Wise Old Man,Velho Sábio
/91C990244A19DF914048DC876CD894D1,Wise Old Man,Velho Sábio
/9BCCA03A4B57A27DFB3F5394BABFB014,Wise Old Man,Velho Sábio
/A52B7A0C4E01EBD523A9949976108D98,Wise Old Man,Velho Sábio
/A73B25694CB534DD3E8DAEA3656A2907,Wise Old Man,Velho Sábio
/A9A15D0E409878FEB0058F822AB6CE9D,Wise Old Man,Velho Sábio
/AE83FF5546C2DE79CCDE8F8FC8560280,Wise Old Man,Velho Sábio
/BE5D46AA4510574E239037975803E451,Wise Old Man,Velho Sábio
/C069CA8A492D6150E554D295008AFB70,Wise Old Man,Velho Sábio
/CE0DFA064B4075B9D4D0D5A9E2B860D4,Wise Old Man,Velho Sábio
/DA97048E4E704428A7E7EA849C275179,Wise Old Man,Velho Sábio
/DEA58285422B5FF320818BA6A2AB413A,Wise Old Man,Velho Sábio
/E7B20D3642A43C1691871A9D0C40BBD0,Wise Old Man,Velho Sábio
/F27627814DAC944CB2A38C9C6F4133FC,Wise Old Man,Velho Sábio
/F88D12584184A18D80D97AA62EA13817,Wise Old Man,Velho Sábio
/7E67167E4AD775F74FE93DB9599C64DA,Wizard Robe Legs,Pernas de mago
/B868CF55407A3DBF7CEE5482FECBD00D,Wolf,Lobo
/3E51C72C442CAD76A059B48C794213BA,Woodcutting,Cor de madeira
/5EBC12534671D4DB3C7D09B24B29C6BC,Woodcutting Damage Modifier,Modificador de danos por coroa
/8ED654C74618053290700E8888A05E83,Woodcutting Stamina Cost Modifier,Modificador de custo de resistência ao xilogravura
/139D40FA46634FAEF5C23089A45B8C69,Woodcutting Swing Speed Multiplier,Multiplicador de velocidade de balanço do xilogravura
/40A6163E4FBDB331084483AB1EA7D019,Woodcutting Xp Gain Modifier,Modificador de ganho XP de coroa
/2EA7894D438300F9914F0591077B207D,Wooden Barrel,Barril de madeira
/491F7A854D96FB07B795A186929CE09C,Wooden Bin,Bin de madeira
/E1AD67384F51BE0F119D2DAC78262AD4,Wooden Bin Pile,Pilha de bin de madeira
/1B05DDF04C03E2526C4554AD312340DA,Wooden Door,Porta de madeira
/5A81B5E94B8702ECE890028C50D4029F,Wooden Shield,Escudo de madeira
/60A9C82F46DF0201DFE1E686AAB74EB3,Wooden Stairs 26°,Escadas de madeira 26°
/1556D8DE4FFA09EA60307A8FE9CC00B2,Wooden Stairs 45°,Escadas de madeira 45°
/E9D28A4146436F7C0CFA9F8207909CA6,Wooden Sword,Espada de madeira
/B21321E440F5DB28067F7BB83A98AADF,Woodsman Ring,Anel de madeira
/DC05F30D4CC4A52F3AC9D8AF953AAF34,Wool Cloth Pile,Pilha de pano de lã
/A8A6FC9146D8BF0C206D5C920DF7C1C5,Wool Thread,Tópico de lã
/DB97D6DD4F1684876663109A11413A9E,Wool Thread From Fleece,Tópico de lã do lã
/D760E06047DA04876C28E68C50FF9B0C,Wool Thread From Soft Animal Fur,Lã de lã de peles de animais macios
/C8B0005E4D8E4BA9619143AECC98AAE7,Wool Thread Pile,Pilha de linhas de lã
/499A6DB3432ECF001EEB5CBBF38A41DC,World,Mundo
/812520944D20833131ACFF9B860F20A3,World,Mundo
/03AF5A7B4AFFCA500B1999A3EB1F3157,World Inventory,Inventário mundial
/5CF9952440E9600B88115EB4C41CF93B,World Inventory,Inventário mundial
/672ED33F4C6C15690F87D2A670E3C678,World Inventory,Inventário mundial
/82A8ABE84183C7D47CF696955FDE7A95,World Inventory,Inventário mundial
/82B644494108E9FA027A50B693685CD8,World Inventory,Inventário mundial
/B2655AF54647A9DE7C15BF8BD03B4DFB,World Inventory,Inventário mundial
/B5D6A61A49FB060D4D18719F472D16B8,World Inventory,Inventário mundial
/CF7BBA01451B67E47FE4D5973D939D0C,World Inventory,Inventário mundial
/F7A3DF7443CE76C560B15C8AF9088654,World Inventory,Inventário mundial
/F7DCB7CF4312CD79B380F0B0E5B9361F,World Inventory,Inventário mundial
/1C5859B8475118468F77BE9CBA11F581,World Name,Nome do mundo
/4DFE49E6432E74BC0D03CDB00EECA9B7,World Name,Nome do mundo
/0001CFB34B7A20CE6B1AE48226803149,Worlds Menu,Menu do mundo
/02B870C54F8742C230C5CDBCF1F4DBFB,Worlds Menu,Menu do mundo
/0F92B9B44004FE5BBB33D19E4816071B,Worlds Menu,Menu do mundo
/4E7639434760A9D176A35D8EDE53EACC,Worlds Menu,Menu do mundo
/4F7B850E479F0DF0A9E42AA943DC0A74,Worlds Menu,Menu do mundo
/55FABA8041D90687799939871AE2DD8A,Worlds Menu,Menu do mundo
/8789AF4F42DED3E701DF3E92B9C70042,Worlds Menu,Menu do mundo
/A1DB8E7241D71E92F9AC199A702D7988,Worlds Menu,Menu do mundo
/C648BBB84B6D7714A55A3BAF66D9A09F,Worlds Menu,Menu do mundo
/E61E6F2A488E57451F13A082AFAC32F9,Worlds Menu,Menu do mundo
/FF8DBF0A4E576D681DE03A887A54534E,Worlds Menu,Menu do mundo
/05A4958E4D1B3C5C7365F8B75732C93D,X,X
/84D98E7F49D4685AF14A2B9BB572D99C,X Button,Botão X.
/CF8CFCB544D31F7C80990C896C1274AD,X Button,Botão X.
/9E22A6D143B0FA7C17DC2387BEEC6093,Xp Gain Modifier,Modificador de ganho XP
/CC5088B1497A6B6EB678059DBCF7B3DB,Y,Y
/240EC257462B881708161EAEB0929EB3,Y Button,Botão Y.
/4D01CFD1491C6830A555EF9848426974,"Yes, I'd like to learn how to survive.","Sim, eu gostaria de aprender a sobreviver."
/810939DF4BD7599F4CF98DA1DA8AE8FC,You are carrying too many items! Stamina and movement abilities significantly reduced.,Você está carregando muitos itens! A resistência e as habilidades de movimento reduziram significativamente.
/94C9229346250A415FE1CE974F536020,You are in a shelter!,Você está em um abrigo!
/E6B582924D4904F6D43EF7869FB5157F,You are no longer feeling cold!,Você não está mais com frio!
/1EBFE90844E83BB3EE7E2AA3DB137B46,You are now Toxified.-{DamagerPerSecond} Health/Sec.,Você está intoxicado.-{DamagerPerSecond} de Vida/seg.
/0EF35324453E2C3ACCBA09ADAE1967C6,You are now cold.-50% Max Stamina &-25% Stamina Regeneration.,Você está com frio.-50% de resistência máxima e-25% de regeneração de Stamina.
/1DD2FAE0428107AC8BFC4BAE46378A8A,You are now poisoned.-{DamagerPerSecond} Health/Sec.,Você está envenenado.-{DamagerPerSecond} Vida/seg.
/B132E3984C250C75C8D16FBB4DE73ADF,You are slowed! Stamina and movement abilities significantly reduced.,Você está devagar! A Stamina e as habilidades de movimento reduziram significativamente.
/EDE1614647A99745C14941B1B53B4256,You can't add more fuel,Você não pode adicionar mais combustível
/C5ACD9384AF0281BD523ED9475C9487D,You can't deposit more items,Você não pode depositar mais itens
/D1CF95164096DFA859B1EEA2F96E2C1A,You cannot open someone else's bank chest.,Você não pode abrir o baú de banco de outra pessoa.
/0BCB47EB4D20F7539C0F4492BA1D1F57,You currently have {0} Cosiness bonus from nearby furniture.,"Atualmente, você tem {0} bônus de costa dos móveis próximos."
/5EC7F9B74329458586CA538DA745A93E,You currently have {0} Cosiness bonus from nearby furniture.,"Atualmente, você tem {0} bônus de costa dos móveis próximos."
/C507ACAA44D3A2DD8DEB339EFA343742,You currently have {0} Discovery bonus from nearby furniture.,"Atualmente, você tem {0} bônus de descoberta de móveis próximos."
/A127C6D446E3D00209038797F0C3256F,You currently have {0} Prayer bonus from nearby furniture.,"Atualmente, você tem {0} bônus de oração de móveis próximos."
/C058CB0E464708D88AB2B6BC1A91A1D5,You get to choose what goes through it.,Você pode escolher o que passa por isso.
/48A40E8E4BEB116E0E9AEFB9B837594E,You have unlocked,Você desbloqueou
/F256C3C9464CFD5127C01B9887810B14,You live to fight another day...,Você vive para lutar por mais um dia...
/2EAC16E44329C1F254CFDC8AB5A6863C,You need level {0} in {1} to use this.,Você precisa de nível {0} em {1} para usá-lo.
/201A75CB4E06F2FFBD3FE385802198A4,You need the Chop Vines perk to cut through this,"Você precisa da vantagem ""Cortar Vinhas"" para atravessar isso"
/6C3F3C294CD1163B113D24A6C8355386,You need the Crumbed Walls perk to dig through this,"Você precisa da vantagem ""Paredes Esfareladas"" para cavar por aqui"
/545FD3594FF1A8C7534BF49DEB4D1169,You shouldn't see this.,Você não deveria ver isso.
/0BFCF96E4E68B9925CE514867C58ABEA,You will not gain any new knowledge from this.,Você não obterá nenhum novo conhecimento com isso.
/3EFB98A74683F58E52D01C915A1E634A,You're Well Rested!,Você está bem descansado!
/28987E5D4FC166B8EE24E49A59AC2B17,You're toxic!,Você está tóxico!
/8A4EF348472B56032CEE3095372A1831,You've been poisoned! Applies poison damage over time.,Você foi envenenado! Aplica dano por veneno ao longo do tempo.
/E5BCF9AE4E01D22E44A63A832C9A9D10,"Your life is in danger, drink something!","Sua vida está em perigo, beba alguma coisa!"
/ABC469F34A528A69FDA7EBBBD478F37D,Your own personal storage!,Seu próprio armazenamento pessoal!
/65F26EDF4E6F86D19FE110A967DBC736,Zamorak Banner,Estandarte de Zamorak
/EE8927F0484206CC7A52BE80EA70B2D8,Zanik,Zanik
/EAC7768F4BBEDC98F9ADE6AD3E8D99E9,ZeroGravity,ZeroGravity
/009D245E40C0AB4929BFCDA8307119BE,Zoom,Zoom
/2DB4A1E44E8EBD66B3ABEFADA508980A,[TEMP] Ghost of Cathan,[TEMP] fantasma de Cathan
/5838239341905DF91AC004865CEB9288,[TEMP] Ghost of Cathan,[TEMP] fantasma de Cathan
/DAB156EA4F9539A31A12468A5FA2DFD1,[TEMP] You are carrying to much for me to give you your reward!,[TEMP] Você está carregando peso demais para receber sua recompensa!
/BB4A0B044ADC630A2A122F9D00807958,af,af
/653A8AD24323D412E366479CF2DB6595,domAddItem {InternalName} {Count} {DurabilityPercentage},domAddItem {InternalName} {Count} {DurabilityPercentage}
/A8FEB3CC43C4C736DF3DA3943C121A65,domAddItem {InternalName} {Count} {DurabilityPercentage},domAddItem {InternalName} {Count} {DurabilityPercentage}
/5E9B0B004E49C15E1C2B03A0581A22F3,fdsaf,fdsaf
/283F03DE4893355B0E654ABBFE2A325D,garou Ranger,Garou Ranger
/3F7060BE46247CA24EE734AE4B76E4AF,s,s
/3F7210A3435A7EB5056AC7ACCC4BC350,sec,sec
/60C8F0A64311D7229CEF0091E8F77FD7,to open Build menu,Para abrir o menu Build
/1D0268C74EE7F37E21755890041B298C,to open Skills menu,Para abrir o menu de habilidades
/B1081BC641574D0E6B904791FD64C4BD,to open inventory,Para abrir o inventário
/95BAD4284B0EF328DAB06886A4641960,to open the Build menu.,Para abrir o menu Build.
/7D1B45BC4EC70AB9BB9C6EA997B42D37,to open your Backpack.,Para abrir sua mochila.
/B939F244416154C7F382B681056ADAAD,x,x
/384241604791812C4828BEA879F8135E,"{0}

Crafted In: <RichText.Blue>{1}</>","{0}

Criado em: <RichText.blue> {1} </>"
/186D9F81474611758634CCABEAD31D23,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/1A1080BE4AB4EE8419072D97639920D1,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/230F31B3497F2D2CD6D6F598D5B94E24,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/30BB86EC476175706CFA728085C91448,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/31FF020A472DE98E05590AA06C405474,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/40AF28C5498CCE5ADE626EAB5C1D8F52,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/42D325EA418261B0F44989812820313F,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/558182F94D2D66F93ED461B8A4C0ED95,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/5E2395F34FAD8778AB61888DBCF75FBE,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/6064CB5441BE62D67C19B2BE8038C931,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/B67BDFB84916AF97656AA5A8C8B44D85,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/C2E8D3A24597D20BA4CCEFACAA05B80C,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/DFA66D154096B023CB0EC59F18EA1917,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/E5D9C46D41408DA21315108F0C892550,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/F4BA99D94EB09BCA3A17A8AB7626E1D6,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
/8460BC0D4A3A2609741533A135AEE46B,{0} ms,{0} ms
/DB9439B54FC4478CC5B6139FDF774B89,{ItemName},{ItemName}
/B93E11AF47FF3C6A8B96B6A18F8A7E5B,{Label} (Full),{Label} (completo)
/D8E6F7444540E82B52E17E843DA5D7EB,{Label} [{Current}/{Max}],{Label} [{Current}/{Max}]
/179E71A14A721B9F2FB30E8336CA72A2,||,||
BuildWorldTooltip/Damage,Damage,Dano
BuildWorldTooltip/SpecialEffect,Special Effect,Efeito especial
CompassIcon/DistanceText,{0} m,{0} m
CraftingResultBase/InvalidCountText,Invalid Count,Contagem inválida
CraftingResultBase/InvalidRecipeText,Invalid Recipe,Receita inválida
CraftingResultBase/InventoryFullText,Inventory Full,Inventário completo
CraftingResultBase/InventoryTooHeavyText,Inventory Too Heavy,Inventário muito pesado
CraftingResultBase/MissingRessourceText,Missing Resources,Recursos ausentes
CraftingResultBase/NotUnlockedText,Not Unlocked,Não desbloqueado
Dominion/FailedToLoadPlayerState,Failed to load player state,Falhou em carregar o estado do jogador
Dominion/FailedToLoadWorldState,Failed to load world state,Falhou em carregar o estado mundial
Dominion/FailedToSpawnPawn,Failed to spawn pawn,Falha ao gerar a entidade
Dominion/Gravestone_Name,Gravestone ({0}),Lápide ({0})
Dominion/DuplicatePlayerId,You are already connected to this server,Você já está conectado a este servidor
Dominion/OreNode_Name,"{0}
Depleted","{0}
Esgotado"
Dominion/SpellTimerNameAndTimeRemaining,{0}: {1},{0}: {1}
Inventory/EquipVerb,Equip,Equipar
Inventory/UnequipVerb,Unequip,Desativado
Item/ItemNameFormat,{0} {1},{0} {1}
Journal/JournalBiomeError,Biome name not set,Nome do bioma não definido
Journal/JournalBiomeGhornfell,Ghornfell,Ghornfell
Journal/JournalBiomeNotSet,Not Set,Não definido
Journal/JournalRecipeDescription,"{0}

Crafted In: {1}","{0}

Criado em: {1}"
JOURNAL_Lore_Drops/Goblin_B3,"13 Wintumber 4209

It’s cold this time of year, though not as cold as the legends say. Perhaps Ashenfall’s climate is warm and pleasant. Maybe the magic of this place keeps the winter at bay?

There was a snowfall, heavy and solid, that trapped me in this place. I warmed myself by the fire and another joined me. The goblin, Globfinger and he’s more pleasant than his name suggests. He came in out of the cold and in the spirit of our people’s alliance, I shared a warm meal with him.

We spoke of battles, as goblins always do. I wonder if they know of any other activity other than conflict, yet if they do, they dare not speak of it. We regailed one another with tales of fights against the wildfolk, as goblin and human cut down the beasts.

Goblins may be uncouth, undisciplined and smelly, but they celebrate well. We laughed with one another and cheered on our clans. He told me he is glad that his god had beef to settle with the moon-goddess, otherwise we would not have had such an enjoyable war.

He’s right. I have enjoyed a righteous cause.

Perhaps, goblins aren’t so bad.","13 Wintumber 4209

Está frio nesta época do ano, embora não seja tão frio quanto as lendas dizem. Talvez o clima de Ashenfall seja caloroso e agradável. Talvez a magia deste lugar mantenha o inverno afastado?

Havia uma queda de neve, pesada e sólida, que me prendeu neste lugar. Eu me aqueci pelo fogo e outro me juntou a mim. O Goblin, Globfinger e ele é mais agradável do que seu nome sugere. Ele veio do frio e no espírito da aliança de nosso povo, compartilhei uma refeição quente com ele.

Falamos de batalhas, como sempre o fazem. Gostaria de saber se eles conhecem qualquer outra atividade que não seja conflito, mas, se o fizerem, não ousem falar disso. Nós nos recuperamos com histórias de brigas contra os Wildfolk, enquanto Goblin e Human reduziram as bestas.

Goblins podem ser rude, indisciplinados e fedorentos, mas comemoram bem. Nós rimos um com o outro e aplaudimos nossos clãs. Ele me disse que está feliz que seu Deus tinha carne para se estabelecer com a deusa da lua, caso contrário, não teríamos tido uma guerra tão agradável.

Ele está certo. Eu gostei de uma causa justa.

Talvez os goblins não sejam tão ruins."
JOURNAL_Lore_Drops/DragonAttack_A1,"17 Novtumber 4207

I miss the monastery, with its moss-covered walls and the chill breeze that spreads to your bones. They don't have that here. The Ashenfall breeze is strong and cold, but it seeps into your bones and causes shakes, not shivers. It's the sort of cold that acts as a warning.

I think this whole continent is out to get us. I just wanted to preach the blessed teachings of Saradomin in the warm comfort of a nice church made of stone not wood.

I miss the city, with it’s bustle, noise and smell. The crisp country air is too sterile for me.

Still, I'm here to save the souls of the lost. In this age of constant conflict, it's nice to find a small village that just needs a sermon or two.

We shall bring into the light of Saradomin's truth. They seem eager, abandoned as they are by their pagan patron, but they're still mired in their old ways, and it'll take time to drag them out.

In time, maybe we can turn this mud-filled little town into a new heart of the Saradominist faith-something with the right kind of smell.","17 Novtumber 4207

Sinto falta do mosteiro, com suas paredes cobertas de musgo e a brisa fria que se espalha para os ossos. Eles não têm isso aqui. A brisa de Ashenfall é forte e fria, mas penetra em seus ossos e causa shakes, não arrepios. É o tipo de frio que atua como um aviso.

Eu acho que todo esse continente está querendo nos pegar. Eu só queria pregar os abençoados ensinamentos de saradomin no caloroso conforto de uma bela igreja feita de Pedra, não madeira.

Sinto falta da cidade, com sua agitação, barulho e cheiro. O ar nítido do país é muito estéril para mim.

Ainda assim, estou aqui para salvar as almas dos perdidos. Nesta era de conflito constante, é bom encontrar uma pequena vila que apenas precisa de um ou dois sermões.

Trazemos para a luz da verdade de Saradomin. Eles parecem ansiosos, abandonados como são pelo seu patrono pagão, mas ainda estão atolados à sua maneira antiga, e levará tempo para arrastá-los para fora.

Com o tempo, talvez possamos transformar essa pequena cidade cheia de lama em um novo coração da fé saradominista-algo com o tipo certo de cheiro."
JOURNAL_Lore_Drops/Goblin_B2,"23 Raktuber 4163

Guthix forgive me, but I hate goblins. They’ve recently found their way to Ashenfall, and immediately started causing trouble. They’re strange little creatures. Green skin, powerful arms and an odour fouler than anything I’ve ever encountered. They seem to delight in nothing more than picking a fight with anything that moves. Or sometimes doesn’t move, I’ve seen them do battle with a rock.

Mostly I ignore them. They’ve tried to raid my hut a few times, but never in large numbers. I give them a sound thrashing with my broom and that’s normally enough to send them packing. They’re a pain more than anything, hardly a threat.

The threat is their god.

I never met Guthix, I’m far too young, but I hear stories of how he towered above everyone and his presence made the air feel heavy. Their ""big high war god"" feels the same. Huge, hulking and layered in metal. A more brutal creature I dare not hope to meet. I dread the day that he decides to turn his ire on us, but thankfully his attention is focused elsewhere, on the beastmen of the wilds.

Good, let him focus on them.","23 Raktuber 4163

Guthix me perdoa, mas eu odeio goblins. Recentemente, eles chegaram a Ashenfall e imediatamente começaram a causar problemas. Eles são pequenas criaturas estranhas. Pele verde, braços poderosos e um odor mais que qualquer coisa que eu já encontrei. Eles parecem se deliciar com nada mais do que brigar com qualquer coisa que se mova. Ou, às vezes, não se move, eu os vi lutar com uma pedra.

Principalmente eu os ignoro. Eles tentaram invadir minha cabana algumas vezes, mas nunca em grande número. Dou a eles um som que se debate com minha vassoura e isso normalmente é suficiente para enviá-los para as malas. Eles são uma dor mais do que qualquer coisa, dificilmente uma ameaça.

A ameaça é o Deus deles.

Eu nunca conheci Guthix, sou muito jovem, mas ouço histórias de como ele se elevou acima de todos e sua presença fez o ar parecer pesado. Sua ""grande guerra alta de Deus"" sente o mesmo. Enorme, enxugado e em camadas em metal. Uma criatura mais brutal que não ouso me encontrar. Eu tenho medo do dia em que ele decide virar a ira para nós, mas felizmente sua atenção está focada em outros lugares, nos homens de bestas da Wilds.

Bom, deixe-o se concentrar neles."
JOURNAL_Lore_Drops/DragonAttack_A2,"31 Raktuber 4213

As I write this, the villagers die around me. I cower beneath broken timber, hoping they do not hear the scratching of my quill against the page. I use my own blood as ink, like some infernal contract, but no matter how much I write prayers for salvation, no one hears my plea.

It was the beasts, the garou, who came for us, and they were not alone.

I had thought them eradicated. The alliance with the war god and his foul-smelling minions, was so we could wipe our their moon goddess and cleanse the forests of their filth. We were so assured of our victory and we were so close to success.

But now, now their moon goddess rides atop a scaled nightmare. Flames for breath and swords for fangs. Beside her came two creatures I had never seen before. Scaled, winged, wicked, like the great beast the goddess rode. Around one was a halo of fire and the other was rimed with frost, scribbling a tally of our deaths in its journal.

They burned the city to the ground. Murdered the lord and his knights. We scattered into the woods, doomed.

Saradomin, where are you?","31 Raktuber 4213

Enquanto escrevo isso, os moradores morrem ao meu redor. Esforço-me sob a madeira quebrada, esperando que eles não ouçam o arranhão da minha pena contra a página. Eu uso meu próprio sangue como tinta, como algum contrato infernal, mas não importa o quanto eu escrevo orações por salvação, ninguém ouve meu apelo.

Foram os bestas, os Garou, que vieram atrás de nós, e eles não estavam sozinhos.

Eu pensei que eles erradicaram. A aliança com o deus da guerra e seus lacaios de cheiro sujo era para que pudéssemos limpar a deusa da lua deles e limpar as florestas de sua sujeira. Estávamos com tanta certeza de nossa vitória e estávamos tão perto do sucesso.

Mas agora, agora a deusa da lua deles monta no topo de um pesadelo em escala. Chamas para respiração e espadas para presas. Ao lado dela vieram duas criaturas que eu nunca tinha visto antes. Escalado, alado, perverso, como a grande besta que a deusa montou. Em torno de um havia uma auréola de fogo e a outra estava subindo com geada, rabiscar uma contagem de nossas mortes em seu diário.

Eles queimaram a cidade no chão. Assassinou o Senhor e seus cavaleiros. Espalhamos na floresta, condenados.

Saradomin, onde você está?"
JOURNAL_Lore_Drops/DragonAttack_A3,"4 Bennath 4210
I sometimes find my thoughts wandering to home. I’ve been here for years, yet my heart will never belong here. It’s odd to long for a war-torn realm, a world where armies are on constant move and the threat of death greets you with a familiar smile each morning, like a bosom companion.
That’s home. War. A war raging for thousands of years. A war between the very gods themselves, a scale of destruction that must have been unthinkable before. Yet this is the only life I have known.
We’ve brought some of that war with us, of course. The high priest and the local lord have brokered an alliance of swords with Bandos’ goblins. Horrible little creatures, who want nothing but the thrill of slaughter. There is a shared enemy between us and we’ve agreed to wipe them out. The garou, and their blasphemous goddess, they’ve overstayed their welcome.
We were here first, and we’ve no desire to share. Bandos wants revenge, for some slight or other the goddess created. We want to regain what is rightfully ours. So we’ll work together, and we’ll wipe those monsters out.
There can be no peace with animals.","4 Bennath 4210

Às vezes encontro meus pensamentos vagando para casa. Estou aqui há anos, mas meu coração nunca pertence aqui. É estranho ansiar por um reino devastado pela guerra, um mundo onde os exércitos estão em movimento constante e a ameaça da morte o cumprimenta com um sorriso familiar todas as manhãs, como um companheiro de peito.

Isso está em casa. Guerra. Uma guerra que se agita por milhares de anos. Uma guerra entre os próprios deuses, uma escala de destruição que deve ter sido impensável antes. No entanto, esta é a única vida que conheci.

Trouxemos parte dessa guerra conosco, é claro. O sumo sacerdote e o Senhor local intermediaram uma aliança de espadas com os goblins dos bandos. Pequenas criaturas horríveis, que não querem nada além da emoção do massacre. Há um inimigo compartilhado entre nós e concordamos em acabar com eles. Os garou e sua deusa blasfêmica, eles ficaram de boas-vindas.

Estávamos aqui primeiro e não desejamos compartilhar. Os bandos querem vingança, por um pouco ou outro a deusa criada. Queremos recuperar o que é nosso por direito. Então, trabalharemos juntos e limparemos esses monstros.

Não pode haver paz com os animais."
JOURNAL_Lore_Drops/DragonAttack_A5,"A cold, dark day in the year 4267 of the third age,

I am lost, and yet he does not look for me. I wait, oh, how I wait for you, oh Saradomin. I have been your faithful servant, and yet, here and now, where are you when I need you the most?
They’re dead. All of them. Everyone is gone. I hid beneath the rubble, trying to ignore the stench of their rotting bodies as I hid from the beasts. So much death, so much pain, and still, he does not come to save me.

Have I sinned? Have I committed some hateful act that has offended you, oh great Saradomin? Is there any act of contrition that will save me from this endless nightmare?

No.

No, you were never that sort of god, were you? Only ever your glory, not ours. We’re nothing to you, are we? Just pawns in your games? Well, I refuse to play any longer. I spit on your name. I curse your countenance. I cry out into the dark that someone makes you suffer like you have left us to suffer.

Why did I ever think you could save us?

Curse you, Saradomin.","Um dia frio e sombrio no ano 4267 da terceira era,

Estou perdido e, no entanto, ele não me procure. Eu espero, oh, como espero por você, oh saradomin. Eu tenho sido seu fiel servo e, no entanto, aqui e agora, onde você está quando eu mais preciso de você?
Eles estão mortos. Todos eles. Todo mundo se foi. Eu escondi sob os escombros, tentando ignorar o fedor de seus corpos apodrecedores enquanto me escondia dos animais. Tanta morte, tanta dor, e ainda assim, ele não vem para me salvar.

Eu pecou? Cometi um ato odioso que o ofendeu, oh, o grande saradomin? Existe algum ato de contrição que me salve desse pesadelo sem fim?

Não.

Não, você nunca foi esse tipo de Deus, não é? Apenas sempre sua glória, não nossa. Não somos nada para você, não é? Apenas peões em seus jogos? Bem, eu me recuso a jogar por mais tempo. Eu cuspo em seu nome. Eu amaldiçoo seu semblante. Eu choro no escuro que alguém faz você sofrer como você nos deixou para sofrer.

Por que eu pensei que você poderia nos salvar?

Amaldiçoar você, saradomin."
JOURNAL_Lore_Drops/Guthix_C4_DisplayName,Ancient Journal Page,Página do diário antigo
